fyear,sgvkey,sconm,stic,cgvkey,cconm,ctic,salecs,srcdate
2017,162559,LAZARD INC,LAZ,010639,TOYS R US INC,1231B,,2017-12-31
2017,162559,LAZARD INC,LAZ,001209,AIR PRODUCTS & CHEMICALS INC,APD,,2017-12-31
2017,162559,LAZARD INC,LAZ,017452,DANONE SA,DANOY,,2017-12-31
2017,162559,LAZARD INC,LAZ,034443,DOW INC,DOW,,2017-12-31
2017,162559,LAZARD INC,LAZ,025356,EXPRESS SCRIPTS HOLDING CO,ESRX,,2017-12-31
2017,162559,LAZARD INC,LAZ,024856,GILEAD SCIENCES INC,GILD,,2017-12-31
2017,162559,LAZARD INC,LAZ,012788,HARMAN INTERNATIONAL INDS,HAR,,2017-12-31
2017,162559,LAZARD INC,LAZ,006266,JOHNSON & JOHNSON,JNJ,,2017-12-31
2017,162559,LAZARD INC,LAZ,100581,LOREAL SA,LRLCY,,2017-12-31
2017,162559,LAZARD INC,LAZ,061552,LEXMARK INTL INC  -CL A,LXK,,2017-12-31
2017,162559,LAZARD INC,LAZ,038545,PAYSAFE LTD,PSFE,,2017-12-31
2017,162559,LAZARD INC,LAZ,101204,SANOFI,SNY,,2017-12-31
2015,162585,SUNESIS PHARMACEUTICALS INC,SNSS,024468,BIOGEN INC,BIIB,,2015-12-31
2016,162585,SUNESIS PHARMACEUTICALS INC,SNSS,024468,BIOGEN INC,BIIB,,2016-12-31
2017,162585,SUNESIS PHARMACEUTICALS INC,SNSS,024468,BIOGEN INC,BIIB,,2017-12-31
2018,162585,SUNESIS PHARMACEUTICALS INC,SNSS,024468,BIOGEN INC,BIIB,,2018-12-31
2019,162585,SUNESIS PHARMACEUTICALS INC,SNSS,024468,BIOGEN INC,BIIB,,2019-12-31
2020,162585,SUNESIS PHARMACEUTICALS INC,SNSS,024468,BIOGEN INC,BIIB,,2020-12-31
2015,162701,NOVELIS INC,HND1,002338,REXAM PLC,REXMY,2006.46,2015-03-31
2015,162701,NOVELIS INC,HND1,001663,ANHEUSER-BUSCH COS INC,BUD.2,780.29,2015-03-31
2015,162701,NOVELIS INC,HND1,001988,BALL CORP,BALL,1114.7,2015-03-31
2016,162701,NOVELIS INC,HND1,002338,REXAM PLC,REXMY,1875.68,2016-03-31
2016,162701,NOVELIS INC,HND1,001988,BALL CORP,BALL,1085.92,2016-03-31
2017,162701,NOVELIS INC,HND1,001988,BALL CORP,BALL,2589.57,2017-03-31
2017,162701,NOVELIS INC,HND1,004839,FORD MOTOR CO,F,959.1,2017-03-31
2018,162701,NOVELIS INC,HND1,001988,BALL CORP,BALL,2407.02,2018-03-31
2018,162701,NOVELIS INC,HND1,004839,FORD MOTOR CO,F,1146.2,2018-03-31
2019,162701,NOVELIS INC,HND1,001988,BALL CORP,BALL,2711.72,2019-03-31
2019,162701,NOVELIS INC,HND1,004839,FORD MOTOR CO,F,1232.6,2019-03-31
2020,162701,NOVELIS INC,HND1,001988,BALL CORP,BALL,2355.57,2020-03-31
2020,162701,NOVELIS INC,HND1,004839,FORD MOTOR CO,F,1121.7,2020-03-31
2021,162701,NOVELIS INC,HND1,001988,BALL CORP,BALL,1841.4,2021-03-31
2021,162701,NOVELIS INC,HND1,004839,FORD MOTOR CO,F,859.32,2021-03-31
2022,162701,NOVELIS INC,HND1,001988,BALL CORP,BALL,2915.33,2022-03-31
2022,162701,NOVELIS INC,HND1,004839,FORD MOTOR CO,F,1028.94,2022-03-31
2023,162701,NOVELIS INC,HND1,001988,BALL CORP,BALL,2957.76,2023-03-31
2015,162720,NAVIOS MARITIME HOLDINGS INC,NM,209382,VALE SA,VALE,69.791,2015-12-31
2016,162720,NAVIOS MARITIME HOLDINGS INC,NM,209382,VALE SA,VALE,61.694,2016-12-31
2017,162720,NAVIOS MARITIME HOLDINGS INC,NM,209382,VALE SA,VALE,43.161,2017-12-31
2017,162720,NAVIOS MARITIME HOLDINGS INC,NM,028520,YACIMIENTOS PETE FISCALES SA,YPF,29.128,2017-12-31
2018,162720,NAVIOS MARITIME HOLDINGS INC,NM,209382,VALE SA,VALE,66.443,2018-12-31
2019,162720,NAVIOS MARITIME HOLDINGS INC,NM,209382,VALE SA,VALE,82.634,2019-12-31
2020,162720,NAVIOS MARITIME HOLDINGS INC,NM,209382,VALE SA,VALE,68.664,2020-12-31
2021,162720,NAVIOS MARITIME HOLDINGS INC,NM,209382,VALE SA,VALE,52.293,2021-12-31
2021,162720,NAVIOS MARITIME HOLDINGS INC,NM,028520,YACIMIENTOS PETE FISCALES SA,YPF,22.571,2021-12-31
2022,162720,NAVIOS MARITIME HOLDINGS INC,NM,209382,VALE SA,VALE,53.633,2022-12-31
2022,162720,NAVIOS MARITIME HOLDINGS INC,NM,028520,YACIMIENTOS PETE FISCALES SA,YPF,33.712,2022-12-31
2015,162742,FREIGHTCAR AMERICA INC,RAIL,007923,NORFOLK SOUTHERN CORP,NSC,170.028,2015-12-31
2015,162742,FREIGHTCAR AMERICA INC,RAIL,009537,CSX TRANSPORTATION INC,CSX3,146.842,2015-12-31
2016,162742,FREIGHTCAR AMERICA INC,RAIL,007923,NORFOLK SOUTHERN CORP,NSC,83.797,2016-12-31
2016,162742,FREIGHTCAR AMERICA INC,RAIL,028309,ECN CAPITAL CORP,ECNCF,78.56,2016-12-31
2017,162742,FREIGHTCAR AMERICA INC,RAIL,028309,ECN CAPITAL CORP,ECNCF,49.137,2017-12-31
2017,162742,FREIGHTCAR AMERICA INC,RAIL,010645,TTX CO,2700A,85.99,2017-12-31
2018,162742,FREIGHTCAR AMERICA INC,RAIL,012312,BNSF RAILWAY CO,BNI1,82.295,2018-12-31
2020,162742,FREIGHTCAR AMERICA INC,RAIL,010645,TTX CO,2700A,22.774,2020-12-31
2020,162742,FREIGHTCAR AMERICA INC,RAIL,002285,BOEING CO,BA,13.014,2020-12-31
2021,162742,FREIGHTCAR AMERICA INC,RAIL,010645,TTX CO,2700A,93.403,2021-12-31
2021,162742,FREIGHTCAR AMERICA INC,RAIL,010867,UNION PACIFIC CORP,UNP,16.244,2021-12-31
2022,162742,FREIGHTCAR AMERICA INC,RAIL,010867,UNION PACIFIC CORP,UNP,72.951,2022-12-31
2022,162742,FREIGHTCAR AMERICA INC,RAIL,011228,VULCAN MATERIALS CO,VMC,69.303,2022-12-31
2015,162809,XENOPORT INC,XNPT,100668,ASTELLAS PHARMA INC,ALPMY,1.701,2015-12-31
2015,162809,XENOPORT INC,XNPT,002751,CARDINAL HEALTH INC,CAH,,2015-12-31
2015,162809,XENOPORT INC,XNPT,007171,MCKESSON CORP,MCK,,2015-12-31
2015,162809,XENOPORT INC,XNPT,031673,CENCORA INC,COR,,2015-12-31
2015,162814,GRAVITY CO LTD -ADR,GRVY,272467,GUNGHO ONLINE ENTERTAINMENT,,8.234,2015-12-31
2015,162814,GRAVITY CO LTD -ADR,GRVY,251303,LG ELECTRONICS INC,,3.66,2015-12-31
2016,162814,GRAVITY CO LTD -ADR,GRVY,272467,GUNGHO ONLINE ENTERTAINMENT,,8.966,2016-12-31
2019,162814,GRAVITY CO LTD -ADR,GRVY,272467,GUNGHO ONLINE ENTERTAINMENT,,23.806,2019-12-31
2021,162814,GRAVITY CO LTD -ADR,GRVY,272467,GUNGHO ONLINE ENTERTAINMENT,,30.767,2021-12-31
2022,162814,GRAVITY CO LTD -ADR,GRVY,272467,GUNGHO ONLINE ENTERTAINMENT,,20.468,2022-12-31
2015,162876,CORE MARK HOLDING CO INC,CORE,064655,ALIMENTATION COUCHE-TARD INC,ANCTF,1257.793,2015-12-31
2016,162876,CORE MARK HOLDING CO INC,CORE,064655,ALIMENTATION COUCHE-TARD INC,ANCTF,1311.844,2016-12-31
2016,162876,CORE MARK HOLDING CO INC,CORE,018498,MURPHY USA INC,MUSA,1380.888,2016-12-31
2017,162876,CORE MARK HOLDING CO INC,CORE,018498,MURPHY USA INC,MUSA,1491.45,2017-12-31
2018,162876,CORE MARK HOLDING CO INC,CORE,018498,MURPHY USA INC,MUSA,1535.564,2018-12-31
2019,162876,CORE MARK HOLDING CO INC,CORE,018498,MURPHY USA INC,MUSA,1666.15,2019-12-31
2020,162876,CORE MARK HOLDING CO INC,CORE,018498,MURPHY USA INC,MUSA,1892.777,2020-12-31
2017,162887,DEXCOM INC,DXCM,002751,CARDINAL HEALTH INC,CAH,120.4,2017-12-31
2018,162887,DEXCOM INC,DXCM,002751,CARDINAL HEALTH INC,CAH,154.74,2018-12-31
2019,162887,DEXCOM INC,DXCM,002751,CARDINAL HEALTH INC,CAH,250.92,2019-12-31
2019,162887,DEXCOM INC,DXCM,031673,CENCORA INC,COR,147.6,2019-12-31
2020,162887,DEXCOM INC,DXCM,002751,CARDINAL HEALTH INC,CAH,443.141,2020-12-31
2020,162887,DEXCOM INC,DXCM,031673,CENCORA INC,COR,346.806,2020-12-31
2020,162887,DEXCOM INC,DXCM,007171,MCKESSON CORP,MCK,211.937,2020-12-31
2021,162887,DEXCOM INC,DXCM,002751,CARDINAL HEALTH INC,CAH,685.58,2021-12-31
2021,162887,DEXCOM INC,DXCM,031673,CENCORA INC,COR,514.185,2021-12-31
2021,162887,DEXCOM INC,DXCM,007171,MCKESSON CORP,MCK,440.73,2021-12-31
2022,162887,DEXCOM INC,DXCM,002751,CARDINAL HEALTH INC,CAH,931.136,2022-12-31
2022,162887,DEXCOM INC,DXCM,031673,CENCORA INC,COR,756.548,2022-12-31
2022,162887,DEXCOM INC,DXCM,007171,MCKESSON CORP,MCK,843.842,2022-12-31
2023,162887,DEXCOM INC,DXCM,002751,CARDINAL HEALTH INC,CAH,1267.805,2023-12-31
2023,162887,DEXCOM INC,DXCM,031673,CENCORA INC,COR,1086.69,2023-12-31
2023,162887,DEXCOM INC,DXCM,007171,MCKESSON CORP,MCK,1340.251,2023-12-31
2019,162894,CRESTWOOD EQUITY PARTNERS LP,CEQP,002410,BP PLC,BP,333.9,2019-12-31
2015,163036,BUILDERS FIRSTSOURCE,BLDR,029755,BEAZER HOMES USA INC,BZH,,2015-12-31
2015,163036,BUILDERS FIRSTSOURCE,BLDR,025340,D R HORTON INC,DHI,,2015-12-31
2015,163036,BUILDERS FIRSTSOURCE,BLDR,008823,PULTEGROUP INC,PHM,,2015-12-31
2015,163036,BUILDERS FIRSTSOURCE,BLDR,010002,CALATLANTIC GROUP INC,CAA,,2015-12-31
2016,163036,BUILDERS FIRSTSOURCE,BLDR,025340,D R HORTON INC,DHI,,2016-12-31
2016,163036,BUILDERS FIRSTSOURCE,BLDR,005750,HOVNANIAN ENTRPRS INC  -CL A,HOV,,2016-12-31
2016,163036,BUILDERS FIRSTSOURCE,BLDR,006669,LENNAR CORP,LEN,,2016-12-31
2016,163036,BUILDERS FIRSTSOURCE,BLDR,010002,CALATLANTIC GROUP INC,CAA,,2016-12-31
2017,163036,BUILDERS FIRSTSOURCE,BLDR,029755,BEAZER HOMES USA INC,BZH,,2017-12-31
2017,163036,BUILDERS FIRSTSOURCE,BLDR,025340,D R HORTON INC,DHI,,2017-12-31
2017,163036,BUILDERS FIRSTSOURCE,BLDR,005750,HOVNANIAN ENTRPRS INC  -CL A,HOV,,2017-12-31
2017,163036,BUILDERS FIRSTSOURCE,BLDR,008823,PULTEGROUP INC,PHM,,2017-12-31
2017,163036,BUILDERS FIRSTSOURCE,BLDR,006669,LENNAR CORP,LEN,,2017-12-31
2017,163036,BUILDERS FIRSTSOURCE,BLDR,016653,TAYLOR MORRISON HOME CORP,TMHC,,2017-12-31
2017,163036,BUILDERS FIRSTSOURCE,BLDR,012615,M/I HOMES INC,MHO,,2017-12-31
2018,163036,BUILDERS FIRSTSOURCE,BLDR,029755,BEAZER HOMES USA INC,BZH,,2018-12-31
2018,163036,BUILDERS FIRSTSOURCE,BLDR,025340,D R HORTON INC,DHI,,2018-12-31
2018,163036,BUILDERS FIRSTSOURCE,BLDR,005750,HOVNANIAN ENTRPRS INC  -CL A,HOV,,2018-12-31
2018,163036,BUILDERS FIRSTSOURCE,BLDR,008823,PULTEGROUP INC,PHM,,2018-12-31
2018,163036,BUILDERS FIRSTSOURCE,BLDR,006669,LENNAR CORP,LEN,,2018-12-31
2018,163036,BUILDERS FIRSTSOURCE,BLDR,016653,TAYLOR MORRISON HOME CORP,TMHC,,2018-12-31
2018,163036,BUILDERS FIRSTSOURCE,BLDR,012395,TOLL BROTHERS INC,TOL,,2018-12-31
2019,163036,BUILDERS FIRSTSOURCE,BLDR,025340,D R HORTON INC,DHI,,2019-12-31
2019,163036,BUILDERS FIRSTSOURCE,BLDR,005750,HOVNANIAN ENTRPRS INC  -CL A,HOV,,2019-12-31
2019,163036,BUILDERS FIRSTSOURCE,BLDR,008823,PULTEGROUP INC,PHM,,2019-12-31
2019,163036,BUILDERS FIRSTSOURCE,BLDR,006669,LENNAR CORP,LEN,,2019-12-31
2020,163036,BUILDERS FIRSTSOURCE,BLDR,025340,D R HORTON INC,DHI,,2020-12-31
2020,163036,BUILDERS FIRSTSOURCE,BLDR,008823,PULTEGROUP INC,PHM,,2020-12-31
2020,163036,BUILDERS FIRSTSOURCE,BLDR,006669,LENNAR CORP,LEN,,2020-12-31
2020,163036,BUILDERS FIRSTSOURCE,BLDR,016653,TAYLOR MORRISON HOME CORP,TMHC,,2020-12-31
2020,163036,BUILDERS FIRSTSOURCE,BLDR,012615,M/I HOMES INC,MHO,,2020-12-31
2021,163036,BUILDERS FIRSTSOURCE,BLDR,025340,D R HORTON INC,DHI,,2021-12-31
2021,163036,BUILDERS FIRSTSOURCE,BLDR,008823,PULTEGROUP INC,PHM,,2021-12-31
2021,163036,BUILDERS FIRSTSOURCE,BLDR,006669,LENNAR CORP,LEN,,2021-12-31
2021,163036,BUILDERS FIRSTSOURCE,BLDR,016653,TAYLOR MORRISON HOME CORP,TMHC,,2021-12-31
2021,163036,BUILDERS FIRSTSOURCE,BLDR,012615,M/I HOMES INC,MHO,,2021-12-31
2022,163036,BUILDERS FIRSTSOURCE,BLDR,025340,D R HORTON INC,DHI,,2022-12-31
2022,163036,BUILDERS FIRSTSOURCE,BLDR,008823,PULTEGROUP INC,PHM,,2022-12-31
2022,163036,BUILDERS FIRSTSOURCE,BLDR,006669,LENNAR CORP,LEN,,2022-12-31
2022,163036,BUILDERS FIRSTSOURCE,BLDR,012395,TOLL BROTHERS INC,TOL,,2022-12-31
2022,163036,BUILDERS FIRSTSOURCE,BLDR,037793,DREAM FINDERS HOMES INC,DFH,,2022-12-31
2023,163036,BUILDERS FIRSTSOURCE,BLDR,025340,D R HORTON INC,DHI,,2023-12-31
2023,163036,BUILDERS FIRSTSOURCE,BLDR,008823,PULTEGROUP INC,PHM,,2023-12-31
2023,163036,BUILDERS FIRSTSOURCE,BLDR,006669,LENNAR CORP,LEN,,2023-12-31
2023,163036,BUILDERS FIRSTSOURCE,BLDR,012395,TOLL BROTHERS INC,TOL,,2023-12-31
2023,163036,BUILDERS FIRSTSOURCE,BLDR,037793,DREAM FINDERS HOMES INC,DFH,,2023-12-31
2018,163118,WARNER MUSIC GROUP CORP,WMG,033175,SPOTIFY TECHNOLOGY SA,SPOT,,2018-09-30
2019,163118,WARNER MUSIC GROUP CORP,WMG,001690,APPLE INC,AAPL,581.75,2019-09-30
2019,163118,WARNER MUSIC GROUP CORP,WMG,033175,SPOTIFY TECHNOLOGY SA,SPOT,626.5,2019-09-30
2020,163118,WARNER MUSIC GROUP CORP,WMG,001690,APPLE INC,AAPL,624.82,2020-09-30
2020,163118,WARNER MUSIC GROUP CORP,WMG,033175,SPOTIFY TECHNOLOGY SA,SPOT,758.71,2020-09-30
2021,163118,WARNER MUSIC GROUP CORP,WMG,001690,APPLE INC,AAPL,689.13,2021-09-30
2021,163118,WARNER MUSIC GROUP CORP,WMG,033175,SPOTIFY TECHNOLOGY SA,SPOT,954.18,2021-09-30
2022,163118,WARNER MUSIC GROUP CORP,WMG,001690,APPLE INC,AAPL,651.09,2022-09-30
2022,163118,WARNER MUSIC GROUP CORP,WMG,033175,SPOTIFY TECHNOLOGY SA,SPOT,1006.23,2022-09-30
2023,163118,WARNER MUSIC GROUP CORP,WMG,001690,APPLE INC,AAPL,664.07,2023-09-30
2023,163118,WARNER MUSIC GROUP CORP,WMG,033175,SPOTIFY TECHNOLOGY SA,SPOT,1086.66,2023-09-30
2015,163124,AFFINIA GROUP INTRMDT HLDGS,0156A,005125,GENUINE PARTS CO,GPC,305,2015-12-31
2015,163594,TRANSMONTAIGNE PARTNERS LP,TLP,186501,NGL ENERGY PARTNERS LP,NGL,5.278,2015-12-31
2015,163594,TRANSMONTAIGNE PARTNERS LP,TLP,186501,NGL ENERGY PARTNERS LP,NGL,0.01,2015-12-31
2015,163594,TRANSMONTAIGNE PARTNERS LP,TLP,186501,NGL ENERGY PARTNERS LP,NGL,0.429,2015-12-31
2015,163594,TRANSMONTAIGNE PARTNERS LP,TLP,186501,NGL ENERGY PARTNERS LP,NGL,32.82,2015-12-31
2015,163594,TRANSMONTAIGNE PARTNERS LP,TLP,012124,MORGAN STANLEY,MS,15.251,2015-12-31
2016,163594,TRANSMONTAIGNE PARTNERS LP,TLP,186501,NGL ENERGY PARTNERS LP,NGL,0.124,2016-12-31
2016,163594,TRANSMONTAIGNE PARTNERS LP,TLP,186501,NGL ENERGY PARTNERS LP,NGL,2.837,2016-12-31
2016,163594,TRANSMONTAIGNE PARTNERS LP,TLP,186501,NGL ENERGY PARTNERS LP,NGL,37.933,2016-12-31
2017,163594,TRANSMONTAIGNE PARTNERS LP,TLP,186501,NGL ENERGY PARTNERS LP,NGL,47.651,2017-12-31
2018,163594,TRANSMONTAIGNE PARTNERS LP,TLP,186501,NGL ENERGY PARTNERS LP,NGL,50.18,2018-12-31
2015,163595,ALTO INGREDIENTS INC,ALTO,002991,CHEVRON CORP,CVX,178.676,2015-12-31
2015,163595,ALTO INGREDIENTS INC,ALTO,015247,VALERO ENERGY CORP,VLO,,2015-12-31
2015,163595,ALTO INGREDIENTS INC,ALTO,009744,SINCLAIR OIL CORP,L.1,,2015-12-31
2015,163595,ALTO INGREDIENTS INC,ALTO,010466,ANDEAVOR,ANDV,,2015-12-31
2016,163595,ALTO INGREDIENTS INC,ALTO,002991,CHEVRON CORP,CVX,194.971,2016-12-31
2016,163595,ALTO INGREDIENTS INC,ALTO,015247,VALERO ENERGY CORP,VLO,,2016-12-31
2016,163595,ALTO INGREDIENTS INC,ALTO,009744,SINCLAIR OIL CORP,L.1,,2016-12-31
2016,163595,ALTO INGREDIENTS INC,ALTO,010466,ANDEAVOR,ANDV,,2016-12-31
2017,163595,ALTO INGREDIENTS INC,ALTO,002991,CHEVRON CORP,CVX,179.548,2017-12-31
2017,163595,ALTO INGREDIENTS INC,ALTO,015247,VALERO ENERGY CORP,VLO,,2017-12-31
2017,163595,ALTO INGREDIENTS INC,ALTO,010466,ANDEAVOR,ANDV,,2017-12-31
2018,163595,ALTO INGREDIENTS INC,ALTO,002991,CHEVRON CORP,CVX,166.691,2018-12-31
2018,163595,ALTO INGREDIENTS INC,ALTO,015247,VALERO ENERGY CORP,VLO,212.152,2018-12-31
2019,163595,ALTO INGREDIENTS INC,ALTO,002991,CHEVRON CORP,CVX,142.488,2019-12-31
2019,163595,ALTO INGREDIENTS INC,ALTO,015247,VALERO ENERGY CORP,VLO,170.986,2019-12-31
2020,163595,ALTO INGREDIENTS INC,ALTO,002991,CHEVRON CORP,CVX,44.851,2020-12-31
2020,163595,ALTO INGREDIENTS INC,ALTO,015247,VALERO ENERGY CORP,VLO,80.732,2020-12-31
2021,163595,ALTO INGREDIENTS INC,ALTO,002991,CHEVRON CORP,CVX,12.079,2021-12-31
2021,163595,ALTO INGREDIENTS INC,ALTO,015247,VALERO ENERGY CORP,VLO,108.71,2021-12-31
2021,163595,ALTO INGREDIENTS INC,ALTO,012384,SHELL PLC,SHEL,157.026,2021-12-31
2022,163595,ALTO INGREDIENTS INC,ALTO,002991,CHEVRON CORP,CVX,133.562,2022-12-31
2022,163595,ALTO INGREDIENTS INC,ALTO,012384,SHELL PLC,SHEL,133.562,2022-12-31
2015,163596,CAMBER ENERGY INC -OLD,CEI.2,012384,SHELL PLC,SHEL,3.001,2015-03-31
2016,163596,CAMBER ENERGY INC -OLD,CEI.2,012384,SHELL PLC,SHEL,0.968,2016-03-31
2017,163596,CAMBER ENERGY INC -OLD,CEI.2,012384,SHELL PLC,SHEL,,2017-03-31
2017,163596,CAMBER ENERGY INC -OLD,CEI.2,165466,DCP MIDSTREAM LP,DCP,,2017-03-31
2019,163596,CAMBER ENERGY INC -OLD,CEI.2,001678,APA CORP,APA,,2019-03-31
2015,163627,DIAMOND FOODS INC,DMND,011259,WALMART INC,WMT,146.908,2015-07-31
2015,163627,DIAMOND FOODS INC,DMND,029028,COSTCO WHOLESALE CORP,COST,38.343,2015-07-31
2015,163765,COOPER-STANDARD HOLDINGS INC,CPS,004839,FORD MOTOR CO,F,869.129,2015-12-31
2015,163765,COOPER-STANDARD HOLDINGS INC,CPS,005073,GENERAL MOTORS CO,GM,534.849,2015-12-31
2015,163765,COOPER-STANDARD HOLDINGS INC,CPS,019661,TOYOTA MOTOR CORP,TM,,2015-12-31
2015,163765,COOPER-STANDARD HOLDINGS INC,CPS,100737,VOLKSWAGEN AG,VWAGY,167.14,2015-12-31
2015,163765,COOPER-STANDARD HOLDINGS INC,CPS,019113,NISSAN MOTOR CO LTD,NSANY,,2015-12-31
2015,163765,COOPER-STANDARD HOLDINGS INC,CPS,017828,MERCEDES BENZ GROUP AG,MBGYY,,2015-12-31
2015,163765,COOPER-STANDARD HOLDINGS INC,CPS,015537,BAYERISCHE HYPO- & VEREINSBK,HVMGY,,2015-12-31
2015,163765,COOPER-STANDARD HOLDINGS INC,CPS,203890,TATA MOTORS LTD,TTM,,2015-12-31
2015,163765,COOPER-STANDARD HOLDINGS INC,CPS,005691,HONDA MOTOR CO LTD,HMC,,2015-12-31
2015,163765,COOPER-STANDARD HOLDINGS INC,CPS,011217,VOLVO AB,VLVLY,,2015-12-31
2015,163765,COOPER-STANDARD HOLDINGS INC,CPS,015172,FIAT CHRYSLER AUTOMOBILES NV,FCAU,401.136,2015-12-31
2016,163765,COOPER-STANDARD HOLDINGS INC,CPS,004839,FORD MOTOR CO,F,937.681,2016-12-31
2016,163765,COOPER-STANDARD HOLDINGS INC,CPS,005073,GENERAL MOTORS CO,GM,590.391,2016-12-31
2016,163765,COOPER-STANDARD HOLDINGS INC,CPS,019661,TOYOTA MOTOR CORP,TM,,2016-12-31
2016,163765,COOPER-STANDARD HOLDINGS INC,CPS,100737,VOLKSWAGEN AG,VWAGY,173.645,2016-12-31
2016,163765,COOPER-STANDARD HOLDINGS INC,CPS,019113,NISSAN MOTOR CO LTD,NSANY,,2016-12-31
2016,163765,COOPER-STANDARD HOLDINGS INC,CPS,017828,MERCEDES BENZ GROUP AG,MBGYY,,2016-12-31
2016,163765,COOPER-STANDARD HOLDINGS INC,CPS,101276,STELLANTIS NV,STLA,208.373,2016-12-31
2016,163765,COOPER-STANDARD HOLDINGS INC,CPS,015537,BAYERISCHE HYPO- & VEREINSBK,HVMGY,,2016-12-31
2016,163765,COOPER-STANDARD HOLDINGS INC,CPS,203890,TATA MOTORS LTD,TTM,,2016-12-31
2016,163765,COOPER-STANDARD HOLDINGS INC,CPS,005691,HONDA MOTOR CO LTD,HMC,,2016-12-31
2016,163765,COOPER-STANDARD HOLDINGS INC,CPS,011217,VOLVO AB,VLVLY,,2016-12-31
2016,163765,COOPER-STANDARD HOLDINGS INC,CPS,015172,FIAT CHRYSLER AUTOMOBILES NV,FCAU,416.747,2016-12-31
2017,163765,COOPER-STANDARD HOLDINGS INC,CPS,004839,FORD MOTOR CO,F,1013.075,2017-12-31
2017,163765,COOPER-STANDARD HOLDINGS INC,CPS,005073,GENERAL MOTORS CO,GM,687.444,2017-12-31
2017,163765,COOPER-STANDARD HOLDINGS INC,CPS,019661,TOYOTA MOTOR CORP,TM,,2017-12-31
2017,163765,COOPER-STANDARD HOLDINGS INC,CPS,100737,VOLKSWAGEN AG,VWAGY,180.906,2017-12-31
2017,163765,COOPER-STANDARD HOLDINGS INC,CPS,019113,NISSAN MOTOR CO LTD,NSANY,,2017-12-31
2017,163765,COOPER-STANDARD HOLDINGS INC,CPS,017828,MERCEDES BENZ GROUP AG,MBGYY,,2017-12-31
2017,163765,COOPER-STANDARD HOLDINGS INC,CPS,101276,STELLANTIS NV,STLA,180.906,2017-12-31
2017,163765,COOPER-STANDARD HOLDINGS INC,CPS,015537,BAYERISCHE HYPO- & VEREINSBK,HVMGY,,2017-12-31
2017,163765,COOPER-STANDARD HOLDINGS INC,CPS,203890,TATA MOTORS LTD,TTM,,2017-12-31
2017,163765,COOPER-STANDARD HOLDINGS INC,CPS,005691,HONDA MOTOR CO LTD,HMC,,2017-12-31
2017,163765,COOPER-STANDARD HOLDINGS INC,CPS,011217,VOLVO AB,VLVLY,,2017-12-31
2017,163765,COOPER-STANDARD HOLDINGS INC,CPS,015172,FIAT CHRYSLER AUTOMOBILES NV,FCAU,397.994,2017-12-31
2018,163765,COOPER-STANDARD HOLDINGS INC,CPS,004839,FORD MOTOR CO,F,979.909,2018-12-31
2018,163765,COOPER-STANDARD HOLDINGS INC,CPS,005073,GENERAL MOTORS CO,GM,689.566,2018-12-31
2018,163765,COOPER-STANDARD HOLDINGS INC,CPS,019661,TOYOTA MOTOR CORP,TM,,2018-12-31
2018,163765,COOPER-STANDARD HOLDINGS INC,CPS,100737,VOLKSWAGEN AG,VWAGY,,2018-12-31
2018,163765,COOPER-STANDARD HOLDINGS INC,CPS,019113,NISSAN MOTOR CO LTD,NSANY,,2018-12-31
2018,163765,COOPER-STANDARD HOLDINGS INC,CPS,017828,MERCEDES BENZ GROUP AG,MBGYY,181.465,2018-12-31
2018,163765,COOPER-STANDARD HOLDINGS INC,CPS,101276,STELLANTIS NV,STLA,217.758,2018-12-31
2018,163765,COOPER-STANDARD HOLDINGS INC,CPS,015537,BAYERISCHE HYPO- & VEREINSBK,HVMGY,,2018-12-31
2018,163765,COOPER-STANDARD HOLDINGS INC,CPS,203890,TATA MOTORS LTD,TTM,,2018-12-31
2018,163765,COOPER-STANDARD HOLDINGS INC,CPS,005691,HONDA MOTOR CO LTD,HMC,,2018-12-31
2018,163765,COOPER-STANDARD HOLDINGS INC,CPS,011217,VOLVO AB,VLVLY,,2018-12-31
2018,163765,COOPER-STANDARD HOLDINGS INC,CPS,015172,FIAT CHRYSLER AUTOMOBILES NV,FCAU,399.222,2018-12-31
2019,163765,COOPER-STANDARD HOLDINGS INC,CPS,004839,FORD MOTOR CO,F,777.1,2019-12-31
2019,163765,COOPER-STANDARD HOLDINGS INC,CPS,005073,GENERAL MOTORS CO,GM,559.512,2019-12-31
2019,163765,COOPER-STANDARD HOLDINGS INC,CPS,019661,TOYOTA MOTOR CORP,TM,,2019-12-31
2019,163765,COOPER-STANDARD HOLDINGS INC,CPS,100737,VOLKSWAGEN AG,VWAGY,124.336,2019-12-31
2019,163765,COOPER-STANDARD HOLDINGS INC,CPS,019113,NISSAN MOTOR CO LTD,NSANY,,2019-12-31
2019,163765,COOPER-STANDARD HOLDINGS INC,CPS,017828,MERCEDES BENZ GROUP AG,MBGYY,124.336,2019-12-31
2019,163765,COOPER-STANDARD HOLDINGS INC,CPS,101276,STELLANTIS NV,STLA,155.42,2019-12-31
2019,163765,COOPER-STANDARD HOLDINGS INC,CPS,015537,BAYERISCHE HYPO- & VEREINSBK,HVMGY,,2019-12-31
2019,163765,COOPER-STANDARD HOLDINGS INC,CPS,203890,TATA MOTORS LTD,TTM,,2019-12-31
2019,163765,COOPER-STANDARD HOLDINGS INC,CPS,005691,HONDA MOTOR CO LTD,HMC,,2019-12-31
